problem,search,heuristic,result
movie05,f5,hnba,7
movie06,f5,hnba,7
movie07,f5,hnba,7
movie08,f5,hnba,7
movie09,f5,hnba,7
newspapers01,f5,hnba,13
newspapers02,f5,hnba,11
newspapers03,f5,hnba,15
openstacks01,f5,hnba,20
openstacks03,f5,hnba,28
parcprinter01,f5,hnba,8
parcprinter02,f5,hnba,15
parcprinter03,f5,hnba,22
pegsol01,f5,hnba,5
pegsol02,f5,hnba,9
pegsol03,f5,hnba,10
pegsol04,f5,hnba,11
pegsol05,f5,hnba,12
pegsol06,f5,hnba,16
pegsol07,f5,hnba,16
pegsol08,f5,hnba,19
pegsol09,f5,hnba,16
psr-small01,f5,hnba,8
psr-small02,f5,hnba,17
psr-small03,f5,hnba,13
psr-small04,f5,hnba,10
psr-small05,f5,hnba,15
psr-small06,f5,hnba,11
psr-small07,f5,hnba,29
psr-small08,f5,hnba,14
psr-small09,f5,hnba,14
rovers01,f5,hnba,47
rovers02,f5,hnba,21
rovers03,f5,hnba,61
rovers04,f5,hnba,65
satellite01,f5,hnba,11
satellite02,f5,hnba,65
satellite03,f5,hnba,121
sokoban01,f5,hnba,56
sokoban02,f5,hnba,43
sokoban03,f5,hnba,53
tpp01,f5,hnba,5
tpp02,f5,hnba,10
tpp03,f5,hnba,13
tpp04,f5,hnba,18
tpp05,f5,hnba,45
transport01,f5,hnba,11
transport02,f5,hnba,349
travel02,f5,hnba,8
travel03,f5,hnba,11
travel04,f5,hnba,9
travel05,f5,hnba,8
travel06,f5,hnba,4
travel07,f5,hnba,9
travel08,f5,hnba,11
woodworking01,f5,hnba,19
woodworking02,f5,hnba,198
airport01,f6,hmax,8
airport02,f6,hmax,9
airport03,f6,hmax,17
airport04,f6,hmax,20
airport05,f6,hmax,21
airport06,f6,hmax,41
airport07,f6,hmax,41
blocks01,f6,hmax,6
blocks02,f6,hmax,20
blocks03,f6,hmax,10
blocks04,f6,hmax,34
blocks05,f6,hmax,44
blocks06,f6,hmax,132
blocks07,f6,hmax,714
blocks08,f6,hmax,134
blocks09,f6,hmax,246
depot01,f6,hmax,26
depot02,f6,hmax,54
gripper01,f6,hmax,13
gripper02,f6,hmax,19
gripper03,f6,hmax,29
gripper04,f6,hmax,37
logistics01,f6,hmax,32
logistics02,f6,hmax,90
logistics03,f6,hmax,42
logistics04,f6,hmax,66
logistics05,f6,hmax,70
logistics06,f6,hmax,58
logistics08,f6,hmax,140
miconic01,f6,hmax,4
miconic02,f6,hmax,8
miconic03,f6,hmax,14
miconic04,f6,hmax,20
miconic05,f6,hmax,24
miconic06,f6,hmax,41
movie01,f6,hmax,9
movie02,f6,hmax,11
movie03,f6,hmax,9
movie04,f6,hmax,11
movie05,f6,hmax,11
movie06,f6,hmax,9
movie07,f6,hmax,9
movie08,f6,hmax,9
movie09,f6,hmax,9
newspapers01,f6,hmax,13
newspapers02,f6,hmax,12
newspapers03,f6,hmax,18
openstacks01,f6,hmax,20
parcprinter01,f6,hmax,8
parcprinter02,f6,hmax,15
parcprinter03,f6,hmax,22
pegsol01,f6,hmax,5
pegsol02,f6,hmax,9
pegsol03,f6,hmax,10
pegsol04,f6,hmax,13
pegsol05,f6,hmax,13
pegsol06,f6,hmax,15
pegsol07,f6,hmax,18
pegsol08,f6,hmax,21
pegsol09,f6,hmax,19
psr-small01,f6,hmax,10
psr-small02,f6,hmax,34
psr-small03,f6,hmax,15
psr-small04,f6,hmax,130
psr-small05,f6,hmax,16
psr-small06,f6,hmax,21
psr-small07,f6,hmax,130
psr-small08,f6,hmax,55
psr-small09,f6,hmax,33
rovers01,f6,hmax,28
rovers02,f6,hmax,12
rovers03,f6,hmax,46
rovers04,f6,hmax,90
satellite01,f6,hmax,16
satellite02,f6,hmax,102
satellite03,f6,hmax,224
scanalyzer01,f6,hmax,14
sokoban01,f6,hmax,51
sokoban02,f6,hmax,37
sokoban03,f6,hmax,65
sokoban06,f6,hmax,36
tpp01,f6,hmax,5
tpp02,f6,hmax,8
tpp03,f6,hmax,11
tpp04,f6,hmax,14
tpp05,f6,hmax,32
transport01,f6,hmax,12
transport02,f6,hmax,32
travel02,f6,hmax,4
travel03,f6,hmax,7
travel04,f6,hmax,8
travel05,f6,hmax,7
travel06,f6,hmax,4
travel07,f6,hmax,13
travel08,f6,hmax,10
woodworking01,f6,hmax,16
woodworking02,f6,hmax,118
airport01,f6,hdiff,8
airport02,f6,hdiff,9
airport03,f6,hdiff,28
airport04,f6,hdiff,20
airport05,f6,hdiff,21
airport06,f6,hdiff,43
airport07,f6,hdiff,43
airport08,f6,hdiff,64
blocks01,f6,hdiff,6
blocks02,f6,hdiff,10
blocks03,f6,hdiff,6
blocks04,f6,hdiff,12
blocks05,f6,hdiff,42
blocks06,f6,hdiff,46
blocks07,f6,hdiff,28
blocks08,f6,hdiff,96
blocks09,f6,hdiff,108
depot01,f6,hdiff,98
depot02,f6,hdiff,120
gripper01,f6,hdiff,19
gripper02,f6,hdiff,25
gripper03,f6,hdiff,37
gripper04,f6,hdiff,55
logistics01,f6,hdiff,180
logistics02,f6,hdiff,46
logistics03,f6,hdiff,314
logistics04,f6,hdiff,312
logistics05,f6,hdiff,104
logistics06,f6,hdiff,14
logistics08,f6,hdiff,44
miconic01,f6,hdiff,4
miconic02,f6,hdiff,10
miconic03,f6,hdiff,14
miconic04,f6,hdiff,22
miconic05,f6,hdiff,34
miconic06,f6,hdiff,38
movie01,f6,hdiff,7
movie02,f6,hdiff,7
movie03,f6,hdiff,7
movie04,f6,hdiff,7
movie05,f6,hdiff,7
movie06,f6,hdiff,7
movie07,f6,hdiff,7
movie08,f6,hdiff,7
movie09,f6,hdiff,7
newspapers01,f6,hdiff,6
newspapers02,f6,hdiff,10
newspapers03,f6,hdiff,14
openstacks01,f6,hdiff,20
openstacks03,f6,hdiff,28
parcprinter01,f6,hdiff,8
parcprinter02,f6,hdiff,18
parcprinter03,f6,hdiff,22
parcprinter04,f6,hdiff,32
pegsol01,f6,hdiff,5
pegsol02,f6,hdiff,9
pegsol03,f6,hdiff,9
pegsol04,f6,hdiff,10
pegsol05,f6,hdiff,13
pegsol06,f6,hdiff,15
pegsol07,f6,hdiff,14
pegsol08,f6,hdiff,18
pegsol09,f6,hdiff,16
psr-small01,f6,hdiff,9
psr-small02,f6,hdiff,21
psr-small03,f6,hdiff,15
psr-small04,f6,hdiff,10
psr-small05,f6,hdiff,14
psr-small06,f6,hdiff,14
psr-small07,f6,hdiff,17
psr-small08,f6,hdiff,8
psr-small09,f6,hdiff,12
rovers01,f6,hdiff,30
rovers02,f6,hdiff,24
rovers03,f6,hdiff,44
rovers04,f6,hdiff,38
satellite01,f6,hdiff,10
satellite02,f6,hdiff,30
satellite03,f6,hdiff,64
scanalyzer01,f6,hdiff,6
sokoban01,f6,hdiff,63
sokoban02,f6,hdiff,47
sokoban03,f6,hdiff,51
tpp01,f6,hdiff,5
tpp02,f6,hdiff,10
tpp03,f6,hdiff,13
tpp04,f6,hdiff,20
tpp05,f6,hdiff,74
transport01,f6,hdiff,20
transport02,f6,hdiff,102
travel02,f6,hdiff,6
travel03,f6,hdiff,9
travel04,f6,hdiff,7
travel05,f6,hdiff,10
travel06,f6,hdiff,4
travel07,f6,hdiff,10
travel08,f6,hdiff,4
woodworking01,f6,hdiff,20
woodworking02,f6,hdiff,14
airport01,f6,hlength,8
airport02,f6,hlength,9
airport03,f6,hlength,28
airport04,f6,hlength,20
airport05,f6,hlength,21
airport06,f6,hlength,43
airport07,f6,hlength,43
airport08,f6,hlength,64
blocks01,f6,hlength,18
blocks02,f6,hlength,24
blocks03,f6,hlength,28
blocks04,f6,hlength,326
blocks05,f6,hlength,240
blocks06,f6,hlength,126
blocks07,f6,hlength,2370
blocks08,f6,hlength,2262
blocks09,f6,hlength,3058
depot01,f6,hlength,25
gripper01,f6,hlength,41
gripper02,f6,hlength,159
gripper03,f6,hlength,341
gripper04,f6,hlength,419
miconic01,f6,hlength,4
miconic02,f6,hlength,12
miconic03,f6,hlength,20
miconic04,f6,hlength,32
miconic05,f6,hlength,56
miconic06,f6,hlength,36
movie01,f6,hlength,9
movie02,f6,hlength,11
movie03,f6,hlength,11
movie04,f6,hlength,11
movie05,f6,hlength,11
movie06,f6,hlength,11
movie07,f6,hlength,11
movie08,f6,hlength,11
movie09,f6,hlength,9
newspapers01,f6,hlength,6
newspapers02,f6,hlength,10
newspapers03,f6,hlength,14
openstacks01,f6,hlength,20
parcprinter01,f6,hlength,8
parcprinter02,f6,hlength,15
pegsol01,f6,hlength,5
pegsol02,f6,hlength,9
pegsol03,f6,hlength,10
pegsol04,f6,hlength,13
pegsol05,f6,hlength,12
pegsol06,f6,hlength,16
pegsol07,f6,hlength,12
pegsol08,f6,hlength,18
pegsol09,f6,hlength,17
psr-small01,f6,hlength,9
psr-small02,f6,hlength,42
psr-small03,f6,hlength,14
psr-small04,f6,hlength,116
psr-small05,f6,hlength,72
psr-small06,f6,hlength,14
psr-small07,f6,hlength,57
psr-small08,f6,hlength,49
psr-small09,f6,hlength,48
rovers01,f6,hlength,61
rovers02,f6,hlength,25
rovers03,f6,hlength,239
rovers04,f6,hlength,79
satellite01,f6,hlength,18
satellite02,f6,hlength,338
scanalyzer01,f6,hlength,668
sokoban02,f6,hlength,45
sokoban03,f6,hlength,51
tpp01,f6,hlength,5
tpp02,f6,hlength,10
tpp03,f6,hlength,13
tpp04,f6,hlength,20
tpp05,f6,hlength,87
transport01,f6,hlength,19
transport02,f6,hlength,323
travel02,f6,hlength,10
travel03,f6,hlength,13
travel04,f6,hlength,15
travel05,f6,hlength,16
travel06,f6,hlength,4
travel07,f6,hlength,11
travel08,f6,hlength,29
woodworking01,f6,hlength,286
airport01,f6,hi,8
airport02,f6,hi,9
airport03,f6,hi,17
airport04,f6,hi,20
airport05,f6,hi,21
airport06,f6,hi,43
airport07,f6,hi,43
blocks01,f6,hi,6
blocks02,f6,hi,38
blocks03,f6,hi,12
blocks04,f6,hi,210
blocks05,f6,hi,134
blocks06,f6,hi,230
blocks07,f6,hi,1810
blocks08,f6,hi,1418
blocks09,f6,hi,2290
depot01,f6,hi,40
gripper01,f6,hi,27
gripper02,f6,hi,257
logistics03,f6,hi,1034
logistics06,f6,hi,1320
miconic01,f6,hi,4
miconic02,f6,hi,12
miconic03,f6,hi,12
miconic04,f6,hi,24
miconic05,f6,hi,55
miconic06,f6,hi,79
movie01,f6,hi,9
movie02,f6,hi,11
movie03,f6,hi,11
movie04,f6,hi,11
movie05,f6,hi,11
movie06,f6,hi,11
movie07,f6,hi,11
movie08,f6,hi,11
movie09,f6,hi,9
newspapers01,f6,hi,7
newspapers02,f6,hi,11
newspapers03,f6,hi,16
openstacks01,f6,hi,20
parcprinter01,f6,hi,8
parcprinter02,f6,hi,15
pegsol01,f6,hi,7
pegsol02,f6,hi,9
pegsol03,f6,hi,11
pegsol04,f6,hi,12
pegsol05,f6,hi,15
pegsol06,f6,hi,17
pegsol07,f6,hi,19
pegsol08,f6,hi,21
pegsol09,f6,hi,20
psr-small01,f6,hi,10
psr-small02,f6,hi,19
psr-small03,f6,hi,15
psr-small04,f6,hi,14
psr-small05,f6,hi,22
psr-small06,f6,hi,18
psr-small07,f6,hi,19
psr-small08,f6,hi,12
psr-small09,f6,hi,12
rovers01,f6,hi,55
rovers02,f6,hi,39
rovers03,f6,hi,137
rovers04,f6,hi,189
satellite01,f6,hi,18
satellite02,f6,hi,344
scanalyzer01,f6,hi,12
sokoban02,f6,hi,45
sokoban03,f6,hi,51
tpp01,f6,hi,5
tpp02,f6,hi,10
tpp03,f6,hi,15
tpp04,f6,hi,20
tpp05,f6,hi,69
transport01,f6,hi,79
travel02,f6,hi,10
travel03,f6,hi,11
travel04,f6,hi,13
travel05,f6,hi,20
travel06,f6,hi,4
travel08,f6,hi,37
airport01,f6,hg,8
airport02,f6,hg,9
airport03,f6,hg,28
airport04,f6,hg,20
airport05,f6,hg,21
airport06,f6,hg,43
airport07,f6,hg,43
airport08,f6,hg,64
blocks01,f6,hg,6
blocks02,f6,hg,22
blocks03,f6,hg,6
blocks04,f6,hg,38
blocks05,f6,hg,30
blocks06,f6,hg,40
blocks07,f6,hg,134
blocks08,f6,hg,32
blocks09,f6,hg,198
depot01,f6,hg,29
depot02,f6,hg,111
gripper01,f6,hg,13
gripper02,f6,hg,21
gripper03,f6,hg,29
gripper04,f6,hg,37
logistics01,f6,hg,180
logistics02,f6,hg,46
logistics03,f6,hg,144
logistics04,f6,hg,268
logistics05,f6,hg,142
logistics06,f6,hg,14
logistics08,f6,hg,44
miconic01,f6,hg,4
miconic02,f6,hg,10
miconic03,f6,hg,18
miconic04,f6,hg,22
miconic05,f6,hg,34
miconic06,f6,hg,74
movie01,f6,hg,7
movie02,f6,hg,7
movie03,f6,hg,7
movie04,f6,hg,7
movie05,f6,hg,7
movie06,f6,hg,7
movie07,f6,hg,7
movie08,f6,hg,7
movie09,f6,hg,7
newspapers01,f6,hg,6
newspapers02,f6,hg,10
newspapers03,f6,hg,14
openstacks01,f6,hg,20
openstacks03,f6,hg,28
parcprinter01,f6,hg,8
parcprinter02,f6,hg,18
parcprinter03,f6,hg,22
parcprinter04,f6,hg,32
pegsol01,f6,hg,5
pegsol02,f6,hg,9
pegsol03,f6,hg,9
pegsol04,f6,hg,11
pegsol05,f6,hg,13
pegsol06,f6,hg,15
pegsol07,f6,hg,14
pegsol08,f6,hg,18
pegsol09,f6,hg,16
psr-small01,f6,hg,9
psr-small02,f6,hg,31
psr-small03,f6,hg,15
psr-small04,f6,hg,10
psr-small05,f6,hg,14
psr-small06,f6,hg,14
psr-small07,f6,hg,23
psr-small08,f6,hg,8
psr-small09,f6,hg,12
rovers01,f6,hg,30
rovers02,f6,hg,24
rovers03,f6,hg,22
rovers04,f6,hg,107
satellite01,f6,hg,10
satellite02,f6,hg,54
satellite03,f6,hg,40
scanalyzer01,f6,hg,6
sokoban01,f6,hg,63
sokoban02,f6,hg,47
sokoban03,f6,hg,51
tpp01,f6,hg,5
tpp02,f6,hg,10
tpp03,f6,hg,13
tpp04,f6,hg,20
tpp05,f6,hg,73
transport01,f6,hg,19
transport02,f6,hg,102
travel02,f6,hg,10
travel03,f6,hg,13
travel04,f6,hg,6
travel05,f6,hg,10
travel06,f6,hg,4
travel07,f6,hg,9
travel08,f6,hg,5
woodworking01,f6,hg,18
woodworking02,f6,hg,12
airport01,f6,hnba,8
airport02,f6,hnba,9
airport03,f6,hnba,61
airport04,f6,hnba,20
airport05,f6,hnba,21
airport06,f6,hnba,43
airport07,f6,hnba,43
airport08,f6,hnba,66
blocks01,f6,hnba,18
blocks02,f6,hnba,24
blocks03,f6,hnba,18
blocks04,f6,hnba,132
blocks05,f6,hnba,150
blocks06,f6,hnba,144
blocks07,f6,hnba,918
blocks08,f6,hnba,1726
blocks09,f6,hnba,206
depot01,f6,hnba,77
gripper01,f6,hnba,17
gripper02,f6,hnba,39
gripper03,f6,hnba,33
gripper04,f6,hnba,37
logistics04,f6,hnba,2151
miconic01,f6,hnba,4
miconic02,f6,hnba,10
miconic03,f6,hnba,15
miconic04,f6,hnba,28
miconic05,f6,hnba,34
miconic06,f6,hnba,74
movie01,f6,hnba,7
movie02,f6,hnba,7
movie03,f6,hnba,7
movie04,f6,hnba,7
movie05,f6,hnba,7
movie06,f6,hnba,7
movie07,f6,hnba,7
movie08,f6,hnba,7
movie09,f6,hnba,7
newspapers01,f6,hnba,14
newspapers02,f6,hnba,12
newspapers03,f6,hnba,18
openstacks01,f6,hnba,20
parcprinter01,f6,hnba,8
parcprinter02,f6,hnba,15
parcprinter03,f6,hnba,22
pegsol01,f6,hnba,5
pegsol02,f6,hnba,9
pegsol03,f6,hnba,10
pegsol04,f6,hnba,13
pegsol05,f6,hnba,12
pegsol06,f6,hnba,16
pegsol07,f6,hnba,12
pegsol08,f6,hnba,18
pegsol09,f6,hnba,19
psr-small01,f6,hnba,9
psr-small02,f6,hnba,43
psr-small03,f6,hnba,14
psr-small04,f6,hnba,52
psr-small05,f6,hnba,114
psr-small06,f6,hnba,15
psr-small07,f6,hnba,113
psr-small08,f6,hnba,38
psr-small09,f6,hnba,37
rovers01,f6,hnba,81
rovers02,f6,hnba,45
rovers03,f6,hnba,233
rovers04,f6,hnba,221
satellite01,f6,hnba,14
satellite02,f6,hnba,139
scanalyzer01,f6,hnba,276
sokoban01,f6,hnba,63
sokoban02,f6,hnba,47
sokoban03,f6,hnba,55
tpp01,f6,hnba,5
tpp02,f6,hnba,10
tpp03,f6,hnba,13
tpp04,f6,hnba,20
tpp05,f6,hnba,87
transport01,f6,hnba,19
transport02,f6,hnba,323
travel02,f6,hnba,6
travel03,f6,hnba,15
travel04,f6,hnba,13
travel05,f6,hnba,16
travel06,f6,hnba,4
travel07,f6,hnba,11
travel08,f6,hnba,21
woodworking02,f6,hnba,1245
